0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.01,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,S
0.01,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,I
0.09,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,I,S,I
0.02,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,I,S,S,I,S,I
0.06,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,I,S,S,S,I,S,S,I,S,I
0.14,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,I,I,S,S,S,I,S,S,I,S,I
0.05,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,I,S,S,S,I,S,S,I,S,I
0.05,I,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,I,S,S,S,I,S,S,I,S,I
0.00,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,I,S,S,I,S,I
0.07,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,I,S,S,I,S,I
0.02,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,I,S,S,S,I,S,S,I,S,I
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,I,S,S,S,I,S,S,S,S,I
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,I,S,S,S,I,I,S,S,S,I
0.08,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,I,S,S,S,I,I,S,S,S,I
0.04,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,I,S,S,S,I,I,S,S,S,I
0.21,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,I,S,S,S,I,S,S,S,S,I
0.05,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,I,S,S,S,S,I
0.01,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,I,S,S,S,S,I
0.00,I,S,S,S,S,S,S,S,S,S,S,S,S,I,S,S,S,S,I,S,S,S,I,S,S,S,S,I
0.12,I,S,S,S,S,S,S,S,I,S,S,S,S,I,S,S,S,S,I,S,S,S,I,S,S,S,S,I
0.06,I,S,S,S,S,S,S,S,I,I,S,S,S,I,S,S,S,S,I,S,S,S,I,S,S,S,S,I
0.15,I,S,S,S,I,S,S,S,I,I,S,S,S,I,S,S,S,S,I,S,S,S,I,S,S,S,S,I
0.01,I,S,S,S,S,S,S,S,I,I,S,S,S,I,S,S,S,S,I,S,S,S,I,S,S,S,S,I
0.02,I,S,S,S,S,S,S,S,I,I,S,S,S,I,S,S,S,I,I,S,S,S,I,S,S,S,S,I
0.09,I,S,S,S,S,S,S,S,I,I,S,S,S,I,S,S,S,I,I,S,S,S,I,I,S,S,S,I
0.03,I,S,S,S,S,S,S,S,I,I,S,S,S,I,S,S,S,S,I,S,S,S,I,I,S,S,S,I
0.01,I,S,S,S,I,S,S,S,I,I,S,S,S,I,S,S,S,S,I,S,S,S,I,I,S,S,S,I
0.05,I,S,S,S,I,I,S,S,I,I,S,S,S,I,S,S,S,S,I,S,S,S,I,I,S,S,S,I
0.02,I,S,S,S,I,I,S,S,I,I,S,S,S,I,S,S,S,S,S,S,S,S,I,I,S,S,S,I
0.04,I,S,S,S,I,I,S,S,I,I,S,S,S,I,S,S,S,I,S,S,S,S,I,I,S,S,S,I
0.00,I,S,S,S,I,I,S,S,I,I,S,S,S,I,S,S,S,I,I,S,S,S,I,I,S,S,S,I
0.07,S,S,S,S,I,I,S,S,I,I,S,S,S,I,S,S,S,I,I,S,S,S,I,I,S,S,S,I
0.00,I,S,S,S,I,I,S,S,I,I,S,S,S,I,S,S,S,I,I,S,S,S,I,I,S,S,S,I
0.10,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,S,I
0.02,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,I,S,S,I
0.00,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,I,I,S,S,S,S,I,I,S,S,I
0.00,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,I,S,S,I
0.00,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,S,I,S,S,S,I,I,I,S,S,I
0.00,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,S,I,S,S,I,I,I,I,S,S,I
0.00,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,S,S,I
0.14,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,I,S,S,S,I,I,I,I,S,S,I
0.00,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,S,S,I
0.14,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,S,I,I
0.09,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.07,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,I,I,I,I
0.00,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.06,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.06,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,S
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.02,I,S,S,S,I,I,I,S,I,S,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.01,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,S,S,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.04,I,S,S,S,I,I,I,S,I,I,S,S,S,S,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.02,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,S,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.05,I,S,S,S,S,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.07,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.05,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,S,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.01,I,S,S,S,I,I,I,S,I,I,S,S,S,S,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.06,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,S,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.15,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,S,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.03,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,S,I,S,I,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,S
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.01,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,S,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,S,S,I,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,S,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.03,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,S,S,I,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,S
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.08,I,S,S,S,I,I,I,S,I,I,S,S,S,S,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,S,I,S,S,I,I,S,S,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,S,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.07,S,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.04,I,S,S,S,I,I,I,S,S,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.01,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,S,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.07,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,S,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.06,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.04,I,S,S,S,S,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.12,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,S,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.03,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,S,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.09,I,I,S,S,I,I,I,S,I,I,S,S,S,I,S,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,S,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.03,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,S,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.06,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,S,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.01,I,I,S,S,I,I,I,S,I,I,S,S,I,I,S,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,S,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.05,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,S,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.04,I,I,S,S,I,I,I,S,I,I,S,S,I,S,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.08,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,S,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.21,I,I,S,S,I,I,I,S,I,S,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.05,I,I,S,S,I,I,I,S,I,I,S,S,S,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,I,S,S,S,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,S,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,I,S,S,I,I,I,S,I,I,S,S,I,S,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,I,S,S,I,I,S,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.08,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,S,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,S,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,S,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.03,I,I,S,S,I,I,I,S,S,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.05,I,S,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,I,S,S,I,I,I,S,I,S,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,S,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.04,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,S,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.01,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,S,I,I
0.00,I,I,S,S,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.03,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.11,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,S,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,S
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.06,I,I,S,I,I,I,I,S,S,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.08,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,S,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.01,I,I,S,I,S,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.03,I,I,S,I,I,I,I,S,I,I,S,S,I,I,S,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.01,I,I,S,I,I,I,I,S,I,I,S,S,I,I,S,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.01,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,S,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,I,S,I,I,I,I,S,I,I,S,S,I,I,S,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,S,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.02,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,S,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.05,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,S,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.09,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,S,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.13,S,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.03,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,S,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,S,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.09,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,S,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,S,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.05,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,S
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.04,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,S,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.07,I,I,S,I,I,S,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,S,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.06,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,S,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.06,I,I,S,I,I,I,I,S,I,I,S,S,I,I,S,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.08,I,I,S,I,I,I,S,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.10,I,S,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
0.00,I,I,S,I,I,I,I,S,I,I,S,S,I,I,I,I,S,I,I,S,I,I,I,I,I,I,I,I
