0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.13,S,S,S,S,S,S,V,S,S,S,S,S,S,S,S,S,S,S,S,S
0.08,S,S,S,S,S,S,V,S,S,S,I,S,S,S,S,S,S,S,S,S
0.04,S,S,S,S,S,S,V,S,S,S,I,S,S,S,S,S,S,S,S,I
0.01,S,S,S,S,S,S,V,S,S,S,D,S,S,S,S,S,S,S,S,I
0.04,S,S,S,S,S,S,V,S,S,S,D,S,S,S,S,S,S,S,S,D
0.15,S,S,V,S,S,S,V,S,S,S,D,S,S,S,S,S,S,S,S,D
0.21,S,S,V,S,S,S,V,S,S,S,D,S,S,S,S,S,S,S,I,D
0.05,S,S,V,S,S,S,V,S,S,S,D,S,S,S,S,S,S,S,D,D
0.06,S,S,V,S,S,S,V,S,V,S,D,S,S,S,S,S,S,S,D,D
0.27,S,S,V,S,S,S,V,S,V,S,D,I,S,S,S,S,S,S,D,D
0.01,S,S,V,S,S,S,V,S,V,S,D,D,S,S,S,S,S,S,D,D
0.32,S,S,V,S,S,I,V,S,V,S,D,D,S,S,S,S,S,S,D,D
0.01,S,S,V,S,S,D,V,S,V,S,D,D,S,S,S,S,S,S,D,D
0.02,S,S,V,S,S,D,V,S,V,I,D,D,S,S,S,S,S,S,D,D
0.01,S,S,V,S,S,D,V,S,V,D,D,D,S,S,S,S,S,S,D,D
0.01,S,S,V,S,S,D,V,S,V,D,D,D,V,S,S,S,S,S,D,D
0.06,S,S,V,S,S,D,V,I,V,D,D,D,V,S,S,S,S,S,D,D
0.03,S,S,V,S,S,D,V,D,V,D,D,D,V,S,S,S,S,S,D,D
0.41,S,V,V,S,S,D,V,D,V,D,D,D,V,S,S,S,S,S,D,D
0.06,S,V,V,S,S,D,V,D,V,D,D,D,V,S,I,S,S,S,D,D
0.04,S,V,V,S,S,D,V,D,V,D,D,D,V,S,D,S,S,S,D,D
0.31,S,V,V,S,I,D,V,D,V,D,D,D,V,S,D,S,S,S,D,D
0.02,S,V,V,S,I,D,V,D,V,D,D,D,V,S,D,S,S,V,D,D
0.12,S,V,V,S,I,D,V,D,V,D,D,D,V,S,D,V,S,V,D,D
0.20,S,V,V,S,I,D,V,D,V,D,D,D,V,S,D,V,I,V,D,D
0.01,S,V,V,S,S,D,V,D,V,D,D,D,V,S,D,V,I,V,D,D
0.12,S,V,V,S,S,D,V,D,V,D,D,D,V,S,D,V,D,V,D,D
0.20,V,V,V,S,S,D,V,D,V,D,D,D,V,S,D,V,D,V,D,D
0.53,V,V,V,V,S,D,V,D,V,D,D,D,V,S,D,V,D,V,D,D
0.31,V,V,V,V,I,D,V,D,V,D,D,D,V,S,D,V,D,V,D,D
0.01,V,V,V,V,D,D,V,D,V,D,D,D,V,S,D,V,D,V,D,D
4.05,V,V,V,V,D,D,V,D,V,D,D,D,V,V,D,V,D,V,D,D
