0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.02,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.01,S,S,S,D,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.01,S,S,S,D,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S
0.04,S,S,S,D,S,S,D,S,S,S,S,S,S,S,S,S,S,S,S,S
0.15,S,S,S,D,S,S,D,S,S,S,S,S,S,S,S,S,V,S,S,S
0.10,S,S,S,D,S,S,D,S,S,S,S,S,S,I,S,S,V,S,S,S
0.05,S,S,S,D,S,S,D,S,S,S,S,S,S,D,S,S,V,S,S,S
0.09,S,S,S,D,S,S,D,S,S,S,V,S,S,D,S,S,V,S,S,S
0.35,S,S,S,D,S,S,D,S,S,S,V,S,S,D,S,S,V,S,V,S
0.06,S,S,S,D,S,S,D,S,S,S,V,V,S,D,S,S,V,S,V,S
0.14,S,S,S,D,S,S,D,V,S,S,V,V,S,D,S,S,V,S,V,S
0.12,S,S,S,D,S,S,D,V,S,V,V,V,S,D,S,S,V,S,V,S
0.09,S,S,S,D,S,S,D,V,S,V,V,V,S,D,I,S,V,S,V,S
0.00,S,S,S,D,S,S,D,V,S,V,V,V,S,D,D,S,V,S,V,S
0.12,S,S,S,D,S,S,D,V,S,V,V,V,S,D,D,S,V,S,V,V
0.68,S,S,S,D,S,S,D,V,S,V,V,V,S,D,D,V,V,S,V,V
0.14,S,S,V,D,S,S,D,V,S,V,V,V,S,D,D,V,V,S,V,V
0.04,S,V,V,D,S,S,D,V,S,V,V,V,S,D,D,V,V,S,V,V
0.28,S,V,V,D,I,S,D,V,S,V,V,V,S,D,D,V,V,S,V,V
0.14,S,V,V,D,D,S,D,V,S,V,V,V,S,D,D,V,V,S,V,V
0.05,S,V,V,D,D,S,D,V,S,V,V,V,I,D,D,V,V,S,V,V
0.02,S,V,V,D,D,S,D,V,S,V,V,V,D,D,D,V,V,S,V,V
0.60,S,V,V,D,D,V,D,V,S,V,V,V,D,D,D,V,V,S,V,V
0.66,I,V,V,D,D,V,D,V,S,V,V,V,D,D,D,V,V,S,V,V
0.25,D,V,V,D,D,V,D,V,S,V,V,V,D,D,D,V,V,S,V,V
0.66,D,V,V,D,D,V,D,V,I,V,V,V,D,D,D,V,V,S,V,V
0.05,D,V,V,D,D,V,D,V,D,V,V,V,D,D,D,V,V,S,V,V
0.09,D,V,V,D,D,V,D,V,D,V,V,V,D,D,D,V,V,I,V,V
0.02,D,V,V,D,D,V,D,V,D,V,V,V,D,D,D,V,V,D,V,V
