0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.08,S,S,S,S,S,S,S,S,S,S,S,S,S,S,V,S,S,S,S,S
0.01,S,S,S,S,S,S,S,S,S,S,S,S,V,S,V,S,S,S,S,S
0.02,S,S,S,V,S,S,S,S,S,S,S,S,V,S,V,S,S,S,S,S
0.02,S,S,S,V,S,S,S,S,V,S,S,S,V,S,V,S,S,S,S,S
0.08,S,S,S,V,S,S,S,S,V,S,S,S,V,S,V,S,S,S,S,V
0.08,S,S,S,V,S,S,S,S,V,S,S,S,V,S,V,S,S,S,V,V
0.08,V,S,S,V,S,S,S,S,V,S,S,S,V,S,V,S,S,S,V,V
0.04,V,S,S,V,I,S,S,S,V,S,S,S,V,S,V,S,S,S,V,V
0.09,V,V,S,V,I,S,S,S,V,S,S,S,V,S,V,S,S,S,V,V
0.03,V,V,S,V,D,S,S,S,V,S,S,S,V,S,V,S,S,S,V,V
0.08,V,V,S,V,D,S,S,S,V,S,S,S,V,S,V,I,S,S,V,V
0.05,V,V,S,V,D,S,S,S,V,S,S,S,V,S,V,D,S,S,V,V
0.01,V,V,S,V,D,S,S,S,V,S,S,S,V,S,V,D,V,S,V,V
0.02,V,V,V,V,D,S,S,S,V,S,S,S,V,S,V,D,V,S,V,V
0.39,V,V,V,V,D,V,S,S,V,S,S,S,V,S,V,D,V,S,V,V
0.03,V,V,V,V,D,V,V,S,V,S,S,S,V,S,V,D,V,S,V,V
0.03,V,V,V,V,D,V,V,S,V,S,S,V,V,S,V,D,V,S,V,V
0.05,V,V,V,V,D,V,V,V,V,S,S,V,V,S,V,D,V,S,V,V
0.07,V,V,V,V,D,V,V,V,V,V,S,V,V,S,V,D,V,S,V,V
0.85,V,V,V,V,D,V,V,V,V,V,S,V,V,S,V,D,V,I,V,V
0.01,V,V,V,V,D,V,V,V,V,V,S,V,V,S,V,D,V,D,V,V
0.18,V,V,V,V,D,V,V,V,V,V,I,V,V,S,V,D,V,D,V,V
1.31,V,V,V,V,D,V,V,V,V,V,S,V,V,S,V,D,V,D,V,V
0.08,V,V,V,V,D,V,V,V,V,V,V,V,V,S,V,D,V,D,V,V
2.83,V,V,V,V,D,V,V,V,V,V,V,V,V,V,V,D,V,D,V,V
