0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.04,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.09,V,S,S,S,S,S,S,S,V,S,S,S,S,S,S,S,S,S,S,S
0.03,V,S,S,S,S,S,S,S,V,V,S,S,S,S,S,S,S,S,S,S
0.02,V,S,V,S,S,S,S,S,V,V,S,S,S,S,S,S,S,S,S,S
0.08,V,S,V,S,S,S,V,S,V,V,S,S,S,S,S,S,S,S,S,S
0.03,V,V,V,S,S,S,V,S,V,V,S,S,S,S,S,S,S,S,S,S
0.02,V,V,V,S,S,S,V,S,V,V,S,S,I,S,S,S,S,S,S,S
0.02,V,V,V,S,S,S,V,S,V,V,S,S,D,S,S,S,S,S,S,S
0.17,V,V,V,S,S,S,V,S,V,V,S,S,D,S,S,S,S,S,S,V
0.00,V,V,V,S,S,S,V,S,V,V,S,I,D,S,S,S,S,S,S,V
0.01,V,V,V,S,S,S,V,S,V,V,S,I,D,S,S,S,V,S,S,V
0.10,V,V,V,S,S,I,V,S,V,V,S,I,D,S,S,S,V,S,S,V
0.01,V,V,V,S,S,I,V,S,V,V,S,D,D,S,S,S,V,S,S,V
0.02,V,V,V,S,S,I,V,S,V,V,S,D,D,V,S,S,V,S,S,V
0.14,V,V,V,S,I,I,V,S,V,V,S,D,D,V,S,S,V,S,S,V
0.02,V,V,V,S,D,I,V,S,V,V,S,D,D,V,S,S,V,S,S,V
0.76,V,V,V,S,D,I,V,S,V,V,V,D,D,V,S,S,V,S,S,V
0.07,V,V,V,S,D,I,V,S,V,V,V,D,D,V,V,S,V,S,S,V
0.19,V,V,V,S,D,I,V,S,V,V,V,D,D,V,V,V,V,S,S,V
0.08,V,V,V,S,D,S,V,S,V,V,V,D,D,V,V,V,V,S,S,V
0.71,V,V,V,S,D,S,V,S,V,V,V,D,D,V,V,V,V,S,I,V
0.01,V,V,V,S,D,S,V,S,V,V,V,D,D,V,V,V,V,S,D,V
0.36,V,V,V,S,D,S,V,S,V,V,V,D,D,V,V,V,V,V,D,V
0.30,V,V,V,I,D,S,V,S,V,V,V,D,D,V,V,V,V,V,D,V
0.08,V,V,V,D,D,S,V,S,V,V,V,D,D,V,V,V,V,V,D,V
0.23,V,V,V,D,D,S,V,I,V,V,V,D,D,V,V,V,V,V,D,V
0.00,V,V,V,D,D,S,V,D,V,V,V,D,D,V,V,V,V,V,D,V
3.05,V,V,V,D,D,I,V,D,V,V,V,D,D,V,V,V,V,V,D,V
0.04,V,V,V,D,D,D,V,D,V,V,V,D,D,V,V,V,V,V,D,V
