0,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.00,S,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
0.15,S,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,V,S,S,S
0.07,S,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,V,V,S,S
0.15,S,V,S,S,S,S,S,S,S,S,S,S,S,S,S,S,V,V,V,S
0.09,S,V,S,S,S,S,S,S,S,S,S,S,S,S,I,S,V,V,V,S
0.00,S,V,S,S,S,S,S,S,S,S,S,S,S,S,D,S,V,V,V,S
0.10,S,V,S,S,S,S,S,V,S,S,S,S,S,S,D,S,V,V,V,S
0.02,S,V,S,S,S,S,S,V,S,S,S,S,S,S,D,S,V,V,V,I
0.07,S,V,S,S,S,S,S,V,S,S,S,S,S,S,D,S,V,V,V,D
0.17,S,V,I,S,S,S,S,V,S,S,S,S,S,S,D,S,V,V,V,D
0.01,S,V,D,S,S,S,S,V,S,S,S,S,S,S,D,S,V,V,V,D
0.07,S,V,D,S,S,S,S,V,V,S,S,S,S,S,D,S,V,V,V,D
0.03,S,V,D,S,S,V,S,V,V,S,S,S,S,S,D,S,V,V,V,D
0.18,S,V,D,S,S,V,S,V,V,S,S,S,S,V,D,S,V,V,V,D
0.08,S,V,D,S,S,V,I,V,V,S,S,S,S,V,D,S,V,V,V,D
0.02,S,V,D,S,S,V,I,V,V,S,S,S,V,V,D,S,V,V,V,D
0.07,S,V,D,S,V,V,I,V,V,S,S,S,V,V,D,S,V,V,V,D
0.02,S,V,D,S,V,V,D,V,V,S,S,S,V,V,D,S,V,V,V,D
0.21,S,V,D,S,V,V,D,V,V,S,S,S,V,V,D,V,V,V,V,D
0.28,V,V,D,S,V,V,D,V,V,S,S,S,V,V,D,V,V,V,V,D
0.02,V,V,D,S,V,V,D,V,V,S,S,I,V,V,D,V,V,V,V,D
0.10,V,V,D,S,V,V,D,V,V,V,S,I,V,V,D,V,V,V,V,D
0.33,V,V,D,S,V,V,D,V,V,V,S,S,V,V,D,V,V,V,V,D
0.13,V,V,D,V,V,V,D,V,V,V,S,S,V,V,D,V,V,V,V,D
0.57,V,V,D,V,V,V,D,V,V,V,I,S,V,V,D,V,V,V,V,D
0.01,V,V,D,V,V,V,D,V,V,V,D,S,V,V,D,V,V,V,V,D
1.34,V,V,D,V,V,V,D,V,V,V,D,I,V,V,D,V,V,V,V,D
0.03,V,V,D,V,V,V,D,V,V,V,D,D,V,V,D,V,V,V,V,D
